id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4914313905835704	,N60mWou8g,【藏博会里的民族服饰“秀”】中国西藏网讯 服饰是人类特有的劳动成果，生活习俗、审美情趣、色彩爱好，以及种种文化心态、宗教观念，都积淀于服饰之中。6月17日，第五届中国西藏旅游文化国际博览会（以下简称：藏博会）展览展示正式开馆。西藏七市（地）形象馆工作人员身着各自地区的民族传统服饰，迎接八方来客，为第五届藏博会增添了一道靓丽独特的“风景线”。网页链接,,"https://wx4.sinaimg.cn/large/796e5231ly1hf39cn0uzlj20rs0ijdp6.jpg,https://wx1.sinaimg.cn/large/796e5231ly1hf39cn6x2bj20rs0ijaht.jpg,https://wx1.sinaimg.cn/large/796e5231ly1hf39cne0c4j20rs0ij45n.jpg,https://wx1.sinaimg.cn/large/796e5231ly1hf39cnkd8uj20rs0ij44y.jpg,https://wx2.sinaimg.cn/large/796e5231ly1hf39cnqgkej20rs0ijais.jpg,https://wx4.sinaimg.cn/large/796e5231ly1hf39cnwilsj20rs0ijtf8.jpg,https://wx2.sinaimg.cn/large/796e5231ly1hf39co2lk9j20rs0ijguy.jpg,https://wx3.sinaimg.cn/large/796e5231ly1hf39co9ioej20rs0ijqbn.jpg,https://wx4.sinaimg.cn/large/796e5231ly1hf39cofljsj20rs0ijaht.jpg",,,2023-06-19,微博网页版,1,0,0,,,2023-06-19 12:00:01
4914298801099247	,N5ZYA4BXN,6月17日，第五届中国西藏旅游文化国际博览会主旨论坛在拉萨举行。与会嘉宾围绕“新时代·新起点·新机遇——赋能‘三区一高地’建设开新局”主题，积极建言献策、贡献智慧力量、共绘美好愿景。西藏自治区党委书记王君正作主旨演讲。自治区党委副书记、自治区主席严金海主持。网页链接 中国西藏网的微博视频,,,"https://f.video.weibocdn.com/o0/ObVehPIglx086lQqnrmM01041200JH4f0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BThihd3VLAY5R&Expires=1687172647&ssig=iKj2YTJFTP&KID=unistore,video",,2023-06-19,微博视频号,0,0,0,,,2023-06-19 11:00:00
4914283701604663	,N5ZAe6JrF,【全球化智库副主任大卫·布莱尔谈西藏教育：对学校设施和学生们都印象深刻】中国西藏网讯 全球化智库副主任大卫·布莱尔在6月17日召开的第五届中国西藏旅游文化国际博览会主旨论坛发表演讲时，用了大量篇幅来分享他所看到的和理解的西藏教育，他说：“我参观了拉萨及西藏其他地方的几所学校，对学校设施和学生们都印象深刻。我发现，这里的学生们都非常渴望学习知识、接受教育。”网页链接,,"https://wx3.sinaimg.cn/large/796e5231ly1hf3999l1j2j20ku0dwq6i.jpg,https://wx4.sinaimg.cn/large/796e5231ly1hf3999ofyfj20ku0e4wi2.jpg",,,2023-06-19,微博网页版,0,0,0,,,2023-06-19 10:00:00
4914270439476445	,N5ZePDLfT,【第五届中国西藏旅游文化国际博览会主旨论坛在拉萨召开】　中国西藏网讯 6月17日，第五届中国西藏旅游文化国际博览会（以下简称：第五届藏博会）主旨论坛在拉萨召开。西藏自治区党委书记王君正作主旨演讲时表示，站在新的历史起点上，建设团结富裕文明和谐美丽的社会主义现代化新西藏，需共谋新发展、共享新机遇。共享新机遇，西藏将搭建开放的合作平台、将建设更加完备的基础设施、将打造更好的营商环境、将努力营造优秀人才脱颖而出的良好环境、将营造团结的社会氛围。网页链接,,"https://wx2.sinaimg.cn/large/796e5231ly1hf399w2ta9j20ku0ckwhe.jpg,https://wx3.sinaimg.cn/large/796e5231ly1hf399w6mx3j20ku0b042r.jpg,https://wx2.sinaimg.cn/large/796e5231ly1hf399wbsgrj20ku0dwq6v.jpg",,,2023-06-19,微博网页版,1,0,0,,,2023-06-19 09:07:18
4913996810947521	,N5S7v3YuB,【图集｜第五届藏博会开幕式现场十分精彩！】中国西藏网讯 6月16日晚上，第五届中国西藏旅游文化国际博览会在西藏拉萨开幕，来自国内外和西藏各市（地）的嘉宾以及现场的观众欢聚在圣地拉萨，共同欣赏藏戏、京剧、粤剧等中华传统优秀文化的魅力、观看西藏独特的歌舞表演、沉浸式体验西藏烟花秀等，现场共享一场精彩的视觉盛宴。网页链接,,"https://wx4.sinaimg.cn/large/796e5231ly1hf27gcac29j20oy0gojxd.jpg,https://wx2.sinaimg.cn/large/796e5231ly1hf27gcil9bj20oy0gon2r.jpg,https://wx3.sinaimg.cn/large/796e5231ly1hf27gcrennj20oy0go7ah.jpg,https://wx2.sinaimg.cn/large/796e5231ly1hf27gcy690j20p00gon0d.jpg,https://wx4.sinaimg.cn/large/796e5231ly1hf27gdasbcj20p00gojwj.jpg,https://wx2.sinaimg.cn/large/796e5231ly1hf27gdfhqvj20oy0gotf0.jpg,https://wx1.sinaimg.cn/large/796e5231ly1hf27gdqkudj20p00go11e.jpg,https://wx4.sinaimg.cn/large/796e5231ly1hf27ge48ebj20p00gon3p.jpg,https://wx1.sinaimg.cn/large/796e5231ly1hf27geta3bg23402c0x6q.gif,https://wx4.sinaimg.cn/large/796e5231ly1hf27gf9clug20m80gogu7.gif,https://wx2.sinaimg.cn/large/796e5231ly1hf27gfjuuuj20p00go427.jpg,https://wx2.sinaimg.cn/large/796e5231ly1hf27gfqyoug20m80gowlq.gif",,,2023-06-18,微博网页版,1,0,0,,,2023-06-18 15:00:00
4913981716957004	,N5RJ9tbPK,【第五届中国西藏旅游文化国际博览会隆重开幕】6月16日晚，由文化和旅游部、西藏自治区人民政府联合主办的第五届中国西藏旅游文化国际博览会隆重开幕。上千名国内外嘉宾欢聚国家历史文化名城——“日光城”拉萨，共叙友谊、共话合作、共谋发展。伴随着经久不息的掌声，本届藏博会开幕式文艺演出《拥抱新西藏》正式拉开帷幕，整场表演欢乐喜庆、热烈奔放，充分展示了西藏自然风光之美、历史人文之美、民族风情之美、包容开放之美，再次向世界发出真诚邀约，欢迎四面八方的朋友亲近西藏、感悟西藏。网页链接 中国西藏网的微博视频,,,"https://f.video.weibocdn.com/o0/7yFWCzBxlx086kopqVzW010412018ZOX0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BThihd3VLAY5R&Expires=1687172648&ssig=pOrv3U1nLv&KID=unistore,video",,2023-06-18,微博视频号,1,0,1,,,2023-06-18 14:00:01
4913966612219858	,N5RkN9jua,【第五届藏博会开幕】　中国西藏网讯 六月的西藏，珠峰雄壮、格桑花初绽、布达拉宫巍然屹立、雅鲁藏布江奔涌向前……雄起自然风光、深厚文化底蕴、多彩民族风情……“地球第三极”正以其独特魅力，吸引世界目光。6月16日晚，以“畅游幸福新西藏·携手开创新征程”为主题的第五届中国西藏旅游文化国际博览会开幕式在拉萨举行。网页链接,,"https://wx3.sinaimg.cn/large/796e5231ly1hf27c0qg2qj20ku0dxadl.jpg,https://wx3.sinaimg.cn/large/796e5231ly1hf27c0l54yj20ku0dwjyb.jpg,https://wx4.sinaimg.cn/large/796e5231ly1hf27c0y22dj20ku0dwwj5.jpg,https://wx2.sinaimg.cn/large/796e5231ly1hf27c14b7ej20ku0dx780.jpg,https://wx1.sinaimg.cn/large/796e5231ly1hf27c1b0yxj20ku0dx77n.jpg,https://wx1.sinaimg.cn/large/796e5231ly1hf27c1gg2dj20ku0f045t.jpg,https://wx1.sinaimg.cn/large/796e5231ly1hf27c1pq2xj20ku0dwtel.jpg,https://wx2.sinaimg.cn/large/796e5231ly1hf27c27xlqj20ku0dw0x5.jpg,https://wx1.sinaimg.cn/large/796e5231ly1hf27c2kisaj20ku0fn0yd.jpg",,,2023-06-18,微博网页版,0,0,0,,,2023-06-18 13:00:00
4913951512989315	,N5QWrcxEL,【班禅在西藏昌都开展学习调研活动】中国西藏网讯 6月5日至6月17日，全国政协常委、中国佛教协会副会长、中国佛教协会西藏分会会长班禅额尔德尼•确吉杰布在西藏昌都参观红色遗迹，了解十八军解放和建设西藏发生的感人故事；深入居民家中、产业园区，感受各族群众生活发生的沧桑巨变；参访天主教堂、苯教寺庙，见证各宗教在康巴大地和谐共处、服务信众的现状。网页链接,,"https://wx2.sinaimg.cn/large/796e5231ly1hf278f06m9j20kh0dpaj9.jpg,https://wx2.sinaimg.cn/large/796e5231ly1hf278f9jx0j20kh0dpwnf.jpg,https://wx4.sinaimg.cn/large/796e5231ly1hf278fke5aj20kh0dpn8f.jpg,https://wx2.sinaimg.cn/large/796e5231ly1hf278g28wpj20kh0dp12m.jpg,https://wx1.sinaimg.cn/large/796e5231ly1hf278gczasj20ku0dzthj.jpg,https://wx4.sinaimg.cn/large/796e5231ly1hf278gjm5hj20kh0dptjl.jpg,https://wx1.sinaimg.cn/large/796e5231ly1hf278grehgj20ku0dzwnl.jpg",,,2023-06-18,微博网页版,0,0,0,,,2023-06-18 12:00:00
4913939626592705	,N5QDgrF3X,【班禅在西藏昌都强巴林寺礼佛讲经、为信众摸顶赐福】中国西藏网讯 6月12日，全国政协常委、中国佛教协会副会长、中国佛教协会西藏分会会长班禅额尔德尼•确吉杰布前往西藏自治区昌都市强巴林寺礼佛讲经。网页链接 ,,"https://wx1.sinaimg.cn/large/796e5231ly1hf279x7npqj20ku0dw78u.jpg,https://wx4.sinaimg.cn/large/796e5231ly1hf279xec85j20ku0dwgp0.jpg,https://wx3.sinaimg.cn/large/796e5231ly1hf279xut29j20ku0dwaee.jpg,https://wx3.sinaimg.cn/large/796e5231ly1hf279y47i4j20ku0dwtdl.jpg,https://wx1.sinaimg.cn/large/796e5231ly1hf279y8w2ij20ku0dwtcn.jpg,https://wx4.sinaimg.cn/large/796e5231ly1hf279ydmmvj20ku0dwjwu.jpg,https://wx4.sinaimg.cn/large/796e5231ly1hf279yiqy1j20ku0dwtd6.jpg,https://wx3.sinaimg.cn/large/796e5231ly1hf279yr9roj20ku0dwq6j.jpg,https://wx2.sinaimg.cn/large/796e5231ly1hf279yvqgwj20ku0fn0xu.jpg",,,2023-06-18,微博网页版,2,0,0,,,2023-06-18 11:12:46
4912517060496306	,N5fCO256W,【云端放牧】在西藏的牧场草原，马的身影无处不在。牧民群众在农牧业生产中与马朝夕相处，马也融入了生活的点点滴滴。在西藏自治区昌都市，途经贡觉拉妥湿地公园时，忽然乌云密布雷雨交加，抬头的瞬间发现山坡上的马群在雷雨中奔腾，勤劳的牧民赶着马群在云端放牧，乌云和草地作陪衬，好似一幅水墨画。 ,,"https://wx4.sinaimg.cn/large/796e5231ly1hexgtpx5pyj20rs0ij43s.jpg,https://wx3.sinaimg.cn/large/796e5231ly1hexgtq1x5nj20rs0ijtc4.jpg,https://wx1.sinaimg.cn/large/796e5231ly1hexgtqkt6yj20rs0ijjx7.jpg,https://wx1.sinaimg.cn/large/796e5231ly1hexgtqqbr7j20rs0ijjuz.jpg,https://wx4.sinaimg.cn/large/796e5231ly1hexgtqv4fjj20rs0ijgpi.jpg,https://wx2.sinaimg.cn/large/796e5231ly1hexgtr0xugj20rs0ijgpv.jpg",,,2023-06-14,微博网页版,1,0,0,,,2023-06-14 13:00:00
